               0          1        2        3        4        5        6        7        8        9        10       11       12      13      14      15      16      17      18      19      20      21      22      23      24      25      26
5816       654.71        192       26       26       23       35       22       16       15        8        6        6        3       1       2       1       1       1     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
5817       654.72          2      NaN        1      NaN      NaN      NaN      NaN      NaN      NaN        1      NaN      NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
5818       654.73         20        2        1        3        1        2        2      NaN      NaN        2      NaN        3     NaN       1       1     NaN     NaN     NaN     NaN       1     NaN       1     NaN     NaN     NaN     NaN
5819       654.74          4        1      NaN      NaN      NaN        1      NaN      NaN      NaN        1      NaN      NaN     NaN       1     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
5820       654.81        194       70       27       22       19       13       12        5        9        6        5        1       2       1     NaN       1     NaN     NaN       1     NaN     NaN     NaN     NaN     NaN     NaN     NaN
5821       654.82          7      NaN        1        1      NaN        2        1      NaN        1      NaN      NaN      NaN       1     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
5822       654.83          3        2      NaN      NaN      NaN        1      NaN      NaN      NaN      NaN      NaN      NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
5823       654.84          2        1        1      NaN      NaN      NaN      NaN      NaN      NaN      NaN      NaN      NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
5824       654.91        550      234       59       62       50       45       29       18       22        9        9        2       4       3       1     NaN       1       1     NaN     NaN     NaN     NaN     NaN       1     NaN     NaN
5825       654.92          4      NaN        2      NaN        1      NaN      NaN        1      NaN      NaN      NaN      NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
5826       654.93         19        1        3        3        1        5        5      NaN        1      NaN      NaN      NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
5827       654.94          1      NaN      NaN        1      NaN      NaN      NaN      NaN      NaN      NaN      NaN      NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
5828       655.00          1      NaN        1      NaN      NaN      NaN      NaN      NaN      NaN      NaN      NaN      NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
5829       655.01        186       69       59       33       11        5        5      NaN        1        1        1      NaN       1     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
5830       655.03         35        9       16        4        2        2      NaN        1        1      NaN      NaN      NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
5831       655.10          2      NaN        2      NaN      NaN      NaN      NaN      NaN      NaN      NaN      NaN      NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
5832       655.11        376       60       57       60       45       45       38       21       17       13        8        6       1       1       2     NaN     NaN     NaN     NaN     NaN       1     NaN     NaN     NaN     NaN       1
5833       655.13         68        2       17       18        9        8        4        3        1        1      NaN      NaN       2     NaN     NaN       1     NaN       1     NaN     NaN     NaN     NaN     NaN       1     NaN     NaN
5834       655.21         30        7      NaN        3        2        7        2        3        1        3        1      NaN     NaN     NaN       1     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
5835       655.23          5      NaN      NaN        2      NaN      NaN        1      NaN        1      NaN      NaN      NaN     NaN     NaN     NaN     NaN     NaN     NaN       1     NaN     NaN     NaN     NaN     NaN     NaN     NaN
5836       655.31          8        1      NaN        1      NaN        2      NaN        3      NaN        1      NaN      NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
5837       655.41         12      NaN        1      NaN        1      NaN      NaN        2        3        1        3        1     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
5838       655.43          1      NaN      NaN      NaN      NaN      NaN      NaN        1      NaN      NaN      NaN      NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
5839       655.50          1        1      NaN      NaN      NaN      NaN      NaN      NaN      NaN      NaN      NaN      NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
5840       655.51        135       12        2       10       25       21       18       16       14        4        2        5       2       2     NaN     NaN     NaN       1     NaN     NaN     NaN     NaN     NaN       1     NaN     NaN
5841       655.53         32        3      NaN        4        9      NaN        2        5        3        1        2      NaN       1     NaN     NaN     NaN       1       1     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
5842       655.70          1      NaN      NaN      NaN      NaN      NaN      NaN        1      NaN      NaN      NaN      NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
5843       655.71       3500     1168      391      506      485      317      213      136      102       59       45       37       8       8       4       8       5       2       3       2     NaN       1     NaN     NaN     NaN     NaN
5844       655.73        347      139       52       42       44       24       12        8        6        4        3        3       4       2       2     NaN     NaN     NaN       1       1     NaN     NaN     NaN     NaN     NaN     NaN
5845       655.80          7      NaN        2      NaN        2        1      NaN        1        1      NaN      NaN      NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
5846       655.81       3176      672      411      431      424      342      268      178      144       93       68       40      33      22      13      12       8       4       5       5     NaN       1     NaN     NaN       2     NaN
5847       655.83        509       86      101       78       83       40       34       28       16       11        9        4       8       5       1       4       1     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
5848       655.91         67       13        7       14        6        4        9        2        4      NaN        1        2       1       1       2     NaN     NaN     NaN     NaN     NaN       1     NaN     NaN     NaN     NaN     NaN
5849       655.93         19        4        4        7        1        2        1      NaN      NaN      NaN      NaN      NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
5850       656.01         11        1      NaN        2        1        2      NaN        3        1      NaN        1      NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
5851       656.03          3        3      NaN      NaN      NaN      NaN      NaN      NaN      NaN      NaN      NaN      NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
5852       656.10          4      NaN        1        2      NaN      NaN      NaN      NaN        1      NaN      NaN      NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
5853       656.11       5762      810     1166      820      779      636      483      333      223      157      112       84      64      30      18      18       9       7       7       3     NaN       1       1       1     NaN     NaN
5854       656.13        288        8      114       85       44       14       12        7        1      NaN        2        1     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
5855       656.21        227       58       35       21       25       19       18       15       14        6        6        6       1     NaN       2     NaN     NaN       1     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
5856       656.23         28        3        6        2        2        3        1        2        2        3        1        1     NaN       1     NaN     NaN     NaN       1     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
5857       656.30          1      NaN      NaN        1      NaN      NaN      NaN      NaN      NaN      NaN      NaN      NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
5858       656.31        528      213      184       64       37       12        4        5        3        3        2        1     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
5859       656.33          2        1      NaN      NaN      NaN      NaN      NaN      NaN      NaN      NaN        1      NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
5860       656.40          2      NaN      NaN      NaN        2      NaN      NaN      NaN      NaN      NaN      NaN      NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
5861       656.41       1345     1047      123       98       32       16        7        8        2        3        4        1       1       1       1     NaN     NaN     NaN     NaN     NaN       1     NaN     NaN     NaN     NaN     NaN
5862       656.43         42       25        7        4        2      NaN        2      NaN      NaN      NaN      NaN        1       1     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
5863       656.50          2        1      NaN        1      NaN      NaN      NaN      NaN      NaN      NaN      NaN      NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
5864       656.51       7060     2656     2501     1120      469      166       81       30       18       10        4        3     NaN       1     NaN       1     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
5865       656.53        532      143       78       72       71       70       43       18        7        9        7        1       4       2     NaN       5       1     NaN       1     NaN     NaN     NaN     NaN     NaN     NaN     NaN
5866       656.60          1      NaN        1      NaN      NaN      NaN      NaN      NaN      NaN      NaN      NaN      NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
5867       656.61       8074     2800     1079     1135      894      610      472      310      223      168      115       70      54      49      29      20      14      10      11       4       2       3       1     NaN       1     NaN
5868       656.63        141       29       13       19       30       15        9       10        4        5        1        2       1     NaN       1       1     NaN     NaN     NaN     NaN     NaN     NaN       1     NaN     NaN     NaN
5869       656.71        799      100      100       97      111       97       76       53       55       36       28       12      15       6       3       4     NaN       3       1     NaN     NaN       1     NaN     NaN     NaN       1
5870       656.73         55        7       10        7        8        2        2        3        5        6        1        1     NaN       1     NaN     NaN     NaN       1     NaN     NaN     NaN     NaN     NaN       1     NaN     NaN
5871       656.80          2      NaN        1      NaN      NaN        1      NaN      NaN      NaN      NaN      NaN      NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
5872       656.81      10419     1782     2021     1537     1357     1062      766      565      403      271      203      132     106      67      53      33      23       9       6       8       4       1       3       3       2       2
5873       656.83        104       25        7       13       17       18        6        4        3        3        2        1       1       1     NaN       2       1     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
5874       656.91         40        6        6        4        8        4        7        1        2        2      NaN      NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
5875       656.93          5      NaN        1      NaN      NaN      NaN        1        1      NaN        1      NaN      NaN     NaN     NaN       1     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
5876       657.01       2199      493     1011      368      135       89       54       29        5        8        4        2     NaN     NaN       1     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
5877       657.03        285       44       25       59       55       32       21       15        9        5        8        3       1       1     NaN     NaN       5       2     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
5878       658.00          6        1        2        1        1        1      NaN      NaN      NaN      NaN      NaN      NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
5879       658.01       9790     4979     3137     1038      382      153       50       25       10        8        2        5       1     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
5880       658.03        574      312      132       69       36        9        8        3        1        1        2      NaN     NaN     NaN     NaN     NaN     NaN     NaN       1     NaN     NaN     NaN     NaN     NaN     NaN     NaN
5881       658.10          3      NaN      NaN        2      NaN      NaN        1      NaN      NaN      NaN      NaN      NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
5882       658.11      19862    12693     1668     1908     1295      860      565      322      200      129       63       59      34      21      12      11       8       3       5       1       4       1     NaN     NaN     NaN     NaN
5883       658.13        632      400       81       62       36       16       11        8        4        3        5        3       2     NaN       1     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
5884       658.20          1      NaN      NaN      NaN        1      NaN      NaN      NaN      NaN      NaN      NaN      NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
5885       658.21       4233     2275      414      454      314      255      172      109       94       31       35       23      18      14       5       3       2       2       4       2       2       1       3     NaN     NaN       1
5886       658.23        110       63       10       13       10        5        3        2        2      NaN      NaN        2     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
5887       658.31        116       28       14        8       20       17        6        7        6        3        3        1     NaN     NaN     NaN       1     NaN       1     NaN     NaN     NaN     NaN       1     NaN     NaN     NaN
5888       658.33          2        1      NaN      NaN      NaN        1      NaN      NaN      NaN      NaN      NaN      NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
5889       658.40          7      NaN        2      NaN        2        1        1        1      NaN      NaN      NaN      NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
5890       658.41      11062     1758     7061     1743      314       89       44       18       16       12        3        1       1     NaN       1     NaN     NaN     NaN     NaN       1     NaN     NaN     NaN     NaN     NaN     NaN
5891       658.43         96        6       68       13        5        2      NaN      NaN      NaN      NaN        1      NaN     NaN     NaN     NaN       1     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
5892       658.81        117       17       61       25        8        3        1        1        1      NaN      NaN      NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
5893       658.83         19        8        5        2        2      NaN        1        1      NaN      NaN      NaN      NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
5894       658.91         21       10        1        4        3        2      NaN      NaN      NaN      NaN        1      NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
5895       658.93          3        1      NaN      NaN      NaN      NaN      NaN        2      NaN      NaN      NaN      NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
5896       659.01        302       49       36       51       34       32       21       24       12       14        6        6       6       2       1       3     NaN       3       1     NaN     NaN     NaN     NaN     NaN     NaN       1
5897       659.03         22       10        1        3        2        1        1        1      NaN        3      NaN      NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
5898       659.10          1      NaN      NaN        1      NaN      NaN      NaN      NaN      NaN      NaN      NaN      NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
5899       659.11       3776      550     1041      630      503      341      214      139       96       78       48       48      32      11      16      11       4       6       4       1     NaN       1       1     NaN       1     NaN
5900       659.13        396      182      101       47       30        8        8       11        3        1        3        1     NaN       1     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
5901       659.20          1      NaN      NaN      NaN      NaN      NaN      NaN      NaN      NaN      NaN        1      NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
5902       659.21       3199      365     2093      419      174       72       38       10        6        7        4        6       1       4     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
5903       659.23         32        5        1       11        5        5        3      NaN        1      NaN      NaN      NaN       1     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
5904       659.31        243       72      124       20       17        6      NaN        1        1        2      NaN      NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
5905       659.33         33       18        8        3        2      NaN        1      NaN      NaN      NaN      NaN      NaN       1     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
5906       659.41       3659      585      744      652      551      385      247      163      111       74       49       35      20      15      12       3       2       3       2       4     NaN       1       1     NaN     NaN     NaN
5907       659.43        258        2       33       29       47       36       33       29       11        9       11        6       3       2       2       1       1       1     NaN       1     NaN       1     NaN     NaN     NaN     NaN
5908       659.50          1      NaN        1      NaN      NaN      NaN      NaN      NaN      NaN      NaN      NaN      NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
5909       659.51      10727     2258     1421     2046     1657     1146      730      502      330      190      153       86      78      51      27       9      19      10       7       2     NaN       2       2       1     NaN     NaN
5910       659.53        593       13      118      146      107       80       41       27       20       13        8        5       7       5       1     NaN       1     NaN     NaN       1     NaN     NaN     NaN     NaN     NaN     NaN
5911       659.60         31        3        6       10        6        1        1        1        2      NaN      NaN      NaN     NaN       1     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
5912       659.61      55813    13068    10855    11149     7734     4726     2980     1956     1190      745      509      318     199     119      82      51      42      19      22      10      13       8       7       2       5       4
5913       659.63       3320       77      565      807      650      414      266      175      119       77       41       39      20      18      16       8       7       3       6       6     NaN       1       2       1       1       1
5914       659.70          3      NaN      NaN        1      NaN      NaN        1      NaN      NaN        1      NaN      NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
5915       659.71      59388    17699     7549     9463     8035     5846     3816     2476     1549      966      707      423     291     191     115      93      73      29      24       6      11       6      11       6       3     NaN
5916       659.73       1479      420      180      214      192      154       88       68       55       17       25       18      10      12      10       3       3       1       2       2       2     NaN       3     NaN     NaN     NaN
5917       659.80          1      NaN      NaN      NaN      NaN      NaN      NaN        1      NaN      NaN      NaN      NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
5918       659.81       1902     1073      195      208      144       89       72       53       23       17        5        7       5       1       1       3       1       3       1       1     NaN     NaN     NaN     NaN     NaN     NaN
5919       659.83        134       47       21       27       17        5        3        4        3        2      NaN        1     NaN       2     NaN       1     NaN     NaN     NaN       1     NaN     NaN     NaN     NaN     NaN     NaN
5920       659.91         92       64        5        5        5        5      NaN        3        2        1      NaN      NaN       2     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
5921       659.93          9        8      NaN      NaN      NaN      NaN        1      NaN      NaN      NaN      NaN      NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
5922       660.00          1        1      NaN      NaN      NaN      NaN      NaN      NaN      NaN      NaN      NaN      NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
5923       660.01       3496     2126      288      375      257      146      101       63       44       32       17       16       8       6       6       7       1     NaN       1     NaN     NaN       2     NaN     NaN     NaN     NaN
5924       660.03          6        2      NaN        2        1      NaN      NaN      NaN        1      NaN      NaN      NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
5925       660.11       2133     1225      144      278      184      115       79       38       28       15       16        4       2     NaN       4       1     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
5926       660.13          2      NaN      NaN      NaN        1      NaN      NaN        1      NaN      NaN      NaN      NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
5927       660.21        425      209       34       53       41       26       15       13        9        8        3        3       6       2       1       1     NaN     NaN     NaN     NaN     NaN       1     NaN     NaN     NaN     NaN
5928       660.23         10        2        1        2      NaN        2      NaN        1      NaN        1      NaN      NaN       1     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
5929       660.31       1941      448      553      287      223      155       95       57       40       28       20       17       9       3       2       1       1     NaN       1     NaN     NaN     NaN     NaN       1     NaN     NaN
5930       660.33          1      NaN      NaN        1      NaN      NaN      NaN      NaN      NaN      NaN      NaN      NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
5931       660.41       4197     1079      630      750      659      402      256      149      100       77       33       26       9       8       8       5       1       1       2       1       1     NaN     NaN     NaN     NaN     NaN
5932       660.43          5        1      NaN        2        1        1      NaN      NaN      NaN      NaN      NaN      NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
5933       660.51          2      NaN      NaN        2      NaN      NaN      NaN      NaN      NaN      NaN      NaN      NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
5934       660.61        792      206       65      127      106       96       58       46       23       16       10       11      10       4       8       3       1       1     NaN       1     NaN     NaN     NaN     NaN     NaN     NaN
5935       660.63          7        3        2        2      NaN      NaN      NaN      NaN      NaN      NaN      NaN      NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
5936       660.71        733       66       69      118      141       92       81       60       31       21       14       11       6      13       4       4     NaN     NaN     NaN       1     NaN     NaN     NaN     NaN       1     NaN
5937       660.81         43       15        3        7        3        5        2      NaN        2        2        1      NaN     NaN     NaN       2       1     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
5938       660.91        162       39       12       20       32       19       16        5        5        2        4        4     NaN     NaN       2     NaN     NaN       2     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
5939       660.93          1      NaN      NaN      NaN      NaN      NaN      NaN        1      NaN      NaN      NaN      NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
5940       661.01       7421     2883      674     1223      951      547      403      249      158      108       67       50      33      26      16       8      10       5       1       3       1       1       2       2     NaN     NaN
5941       661.03         66       26       13       11        8        3        1        2      NaN        1      NaN      NaN     NaN       1     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
5942       661.10          2        1      NaN        1      NaN      NaN      NaN      NaN      NaN      NaN      NaN      NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
5943       661.11       7826     3135      649     1269      937      644      406      238      178      124       77       52      34      27      23      12       5       6       1       5       2       1     NaN       1     NaN     NaN
5944       661.13          7        1        3        2      NaN        1      NaN      NaN      NaN      NaN      NaN      NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
5945       661.20          3        2        1      NaN      NaN      NaN      NaN      NaN      NaN      NaN      NaN      NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
5946       661.21       8435     2434      987     1440     1192      807      533      355      217      150      110       63      55      32      14      17       9       8       1       4       3       2     NaN       2     NaN     NaN
5947       661.23         53       27        5       10        4        2        1        3      NaN      NaN        1      NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
5948       661.31       7496     3836     1150      962      624      388      231      119       65       42       30       16      16       2       6       3       3     NaN       1       2     NaN     NaN     NaN     NaN     NaN     NaN
5949       661.33          8        3        2        2        1      NaN      NaN      NaN      NaN      NaN      NaN      NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
5950       661.41        122       19       10       20       19       18        8       13        2        5        1        3       2     NaN     NaN       1     NaN     NaN       1     NaN     NaN     NaN     NaN     NaN     NaN     NaN
5951       661.43          8        4      NaN        1        1        2      NaN      NaN      NaN      NaN      NaN      NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
5952       661.91        377      162       55       52       35       20       13       11       10        5        5        4     NaN       3       1       1     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
5953       661.93        245      160       20       23       18        7        5        2        1        2        1        2       1       3     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
5954       662.01        412       93       48       69       51       47       26       19       17       11        8        6       4       3       1       3     NaN       3     NaN       1       1       1     NaN     NaN     NaN     NaN
5955       662.03          5        2        1        2      NaN      NaN      NaN      NaN      NaN      NaN      NaN      NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
5956       662.10          4      NaN      NaN      NaN        1        2      NaN      NaN      NaN      NaN      NaN        1     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
5957       662.11        814      134      363      178       68       35       15       12        3        1        2        2       1     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
5958       662.13          1      NaN      NaN      NaN        1      NaN      NaN      NaN      NaN      NaN      NaN      NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
5959       662.21       2342      676      542      317      281      181      111       73       50       35       26       14      13      10       5       1       1       2       3     NaN       1     NaN     NaN     NaN     NaN     NaN
5960       662.23          1      NaN        1      NaN      NaN      NaN      NaN      NaN      NaN      NaN      NaN      NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
5961       662.31          6      NaN      NaN        2      NaN        1        1      NaN        1      NaN      NaN      NaN     NaN     NaN     NaN     NaN     NaN       1     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
5962       663.01        595      178       85      108       69       52       43       21       10       16        9        2       1     NaN     NaN       1     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
5963       663.03         11        1      NaN        3        3        1      NaN      NaN      NaN        1      NaN        1       1     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
5964       663.10          1      NaN      NaN        1      NaN      NaN      NaN      NaN      NaN      NaN      NaN      NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
5965       663.11      15882     3215     3143     3308     2407     1554      909      538      329      169      112       64      50      31      22       5      11       4       4       4       1     NaN       1     NaN       1     NaN
5966       663.13         20        1        3       10        5        1      NaN      NaN      NaN      NaN      NaN      NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
5967       663.21       3934      609      670      716      613      452      296      190      131       97       58       33      27       9       9      11       7     NaN       1       1       1       1       2     NaN     NaN     NaN
5968       663.23          6        1      NaN        2      NaN        1        1        1      NaN      NaN      NaN      NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
5969       663.30          5      NaN      NaN        2      NaN        1        1        1      NaN      NaN      NaN      NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
5970       663.31      56712     9810    11250    11294     9159     5695     3653     2230     1368      798      543      319     195     146      91      61      44      19      12       7       5       6       1       4       2     NaN
