               0          1        2        3        4        5        6        7        8        9        10       11       12      13      14      15      16      17      18      19      20      21      22      23      24      25      26
8923        841.1         44        2        4       14        8        8        1        3      NaN      NaN        1      NaN     NaN     NaN     NaN       1     NaN       2     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
8924        841.2          2        1      NaN        1      NaN      NaN      NaN      NaN      NaN      NaN      NaN      NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
8925        841.8         37        6        6        5        7        5        4      NaN        1        1      NaN      NaN     NaN     NaN     NaN       1     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN       1     NaN
8926        841.9         74        6        7        7       10        8        9        7        1        2        2        3       2       3       1     NaN     NaN     NaN       2       1       3     NaN     NaN     NaN     NaN     NaN
8927       842.00        324        9       15       37       33       40       34       28       23       10       17       16      14       9       3       6       2       7       7       2       3       2       2       2       1       2
8928       842.01         14        1        2        2        1        3      NaN        2        1        1      NaN      NaN     NaN     NaN     NaN     NaN     NaN     NaN       1     NaN     NaN     NaN     NaN     NaN     NaN     NaN
8929       842.02          7      NaN      NaN        1        2        2      NaN        1      NaN      NaN      NaN      NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN       1     NaN     NaN     NaN     NaN     NaN
8930       842.09         39        2        2        3        4        3        7        3        1        2        3        1       1       2     NaN       2       1     NaN     NaN       1     NaN       1     NaN     NaN     NaN     NaN
8931       842.10         82      NaN        4       16       10       13        8        5        3        5        1        2       3       1       1     NaN       1       1       2       1       2       2     NaN       1     NaN     NaN
8932       842.11          7      NaN      NaN      NaN      NaN        3        1        1      NaN      NaN        1      NaN       1     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
8933       842.12         38        4        6        4        6        9        1        2        1        2      NaN      NaN     NaN       1       1     NaN       1     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
8934       842.13         28        1      NaN        6        5        2        2        3      NaN      NaN        2        1     NaN       1       1     NaN       1     NaN     NaN     NaN     NaN     NaN     NaN       2       1     NaN
8935       842.19         28      NaN        1        7        2        4        3        3        1      NaN        2      NaN     NaN     NaN     NaN     NaN     NaN       2     NaN     NaN       2     NaN     NaN       1     NaN     NaN
8936        843.0          4        2      NaN        1      NaN      NaN      NaN      NaN      NaN      NaN        1      NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
8937        843.1          1      NaN      NaN      NaN      NaN      NaN        1      NaN      NaN      NaN      NaN      NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
8938        843.8        248      104       20       12       25       15       15       14        8        4        5        7       2     NaN       3       4       5       1     NaN       1     NaN     NaN     NaN       1     NaN       2
8939        843.9        261       83       17       35       24       16       23       12        7        5        5        4       7       6       3       4       4       1       3       1       1     NaN     NaN     NaN     NaN     NaN
8940        844.0         99       13        9        8        7        8        7        7        5        8        7        1       5       3       1     NaN       2       3       1       3     NaN     NaN     NaN     NaN       1     NaN
8941        844.1        232       13       18       47       28       25       21        9       10        9       10        9       7       4       3       5       3       1     NaN     NaN       2       2       3     NaN       1       2
8942        844.2        381       95       33       43       34       34       27       13       11       16       14       10       6       5       5       8       6       2       4       3       4       3     NaN       2       2       1
8943        844.3          2      NaN      NaN      NaN        1      NaN      NaN      NaN        1      NaN      NaN      NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
8944        844.8        435      195       41       43       33       25       16       18       13       12        4        8       7       1       3       2       5       3       1       1       1       1       2     NaN     NaN     NaN
8945        844.9        493       81       24       49       47       39       52       28       33       20       11       17      15      11      12      11       9       5       4       6       4       6       2       5       1       1
8946       845.00       1095       53       72      135      123      110      101       69       78       53       48       36      45      32      22      21      18      13      11      12      12       4       8       9       5       5
8947       845.01         79        2       20       21       13        7        4        5        1        2        2      NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN       1     NaN     NaN       1     NaN     NaN     NaN
8948       845.02         19        4        3        2        1        1      NaN      NaN        2      NaN      NaN      NaN       1     NaN       1       2     NaN     NaN       1     NaN       1     NaN     NaN     NaN     NaN     NaN
8949       845.03        503        9      135      131       74       38       29       22       11        9       10        9       1       6       1       3       5       4       2       2     NaN       1       1     NaN     NaN     NaN
8950       845.09        203       49       20       28       18       10       11       13        8        8        7        1       5       2       5       2       3       1       2       3       2       2       1     NaN       1       1
8951       845.10         99        6        3        7        5       10       13       10        6        3        7        8       3       3       1       3       1       2       3     NaN       1     NaN       2     NaN       2     NaN
8952       845.11          4        1      NaN      NaN      NaN        2      NaN      NaN        1      NaN      NaN      NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
8953       845.13          3      NaN      NaN      NaN        1      NaN      NaN      NaN      NaN      NaN      NaN        1     NaN     NaN       1     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
8954       845.19         25        5        2        2        2        1        2        1        1      NaN        1      NaN       2       2     NaN     NaN       2     NaN     NaN     NaN     NaN       1       1     NaN     NaN     NaN
8955        846.0        101       29        2        4       10        5       10        3        5        3        8        5       2       3       3     NaN       2       1       3     NaN     NaN     NaN       1     NaN       2     NaN
8956        846.1          6        1      NaN        1        1      NaN      NaN      NaN        1        1      NaN      NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN       1     NaN     NaN     NaN     NaN     NaN     NaN
8957        846.8          3        2      NaN      NaN        1      NaN      NaN      NaN      NaN      NaN      NaN      NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
8958        846.9         45       12      NaN        1        4        4        5        1        3        2        3        2       2       1       1       1     NaN       1     NaN       1     NaN       1     NaN     NaN     NaN     NaN
8959        847.0       1791      248      135      233      217      178      136      103       92       83       50       64      54      32      39      16      24      20      11      14      10       6       6      11       7       2
8960        847.1        138       24        6       21       18       13       11       10        4        7       10        2       3       3     NaN     NaN     NaN       2     NaN     NaN       3     NaN       1     NaN     NaN     NaN
8961        847.2        521      138       19       49       54       45       40       28       20       25       15       19       9       8       9      11       3       3       5       3       6       3       1       4       3       1
8962        847.3          4      NaN      NaN      NaN      NaN      NaN        1      NaN      NaN        1      NaN        1       1     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
8963        847.4          1        1      NaN      NaN      NaN      NaN      NaN      NaN      NaN      NaN      NaN      NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
8964        847.9        221       39        6       21       24       19       16       20        7       11        9       11       3       5       2       8       3       6       1       3       4     NaN       1       1     NaN       1
8965        848.1          2      NaN        1      NaN      NaN      NaN        1      NaN      NaN      NaN      NaN      NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
8966        848.3         58       16        2        6        4        5        1        6        6        3        2      NaN     NaN       2     NaN       1       2     NaN       1     NaN       1     NaN     NaN     NaN     NaN     NaN
8967       848.40          2      NaN      NaN      NaN      NaN      NaN      NaN      NaN      NaN        2      NaN      NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
8968       848.41          3      NaN      NaN      NaN      NaN        1        1      NaN        1      NaN      NaN      NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
8969       848.42          7        3      NaN        1      NaN      NaN        1      NaN      NaN        1      NaN      NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN       1     NaN     NaN     NaN     NaN     NaN
8970       848.49          2        1        1      NaN      NaN      NaN      NaN      NaN      NaN      NaN      NaN      NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
8971        848.5         12        2        1        2      NaN        2        1      NaN        2      NaN      NaN      NaN     NaN     NaN     NaN     NaN     NaN     NaN       1     NaN     NaN       1     NaN     NaN     NaN     NaN
8972        848.8        276       83       14       19       26       18       20       18        7       11        9        6       7       4       8       7       6       2     NaN       1       4     NaN       1       2       1       2
8973        848.9         23        2      NaN        2        1        4        2        3        2        1        1        1       2       1       1     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
8974        850.0       1382      696       71      118      116       91       71       30       27       41       28       19      16       9      10       6       6       4       3       6       2       1       2       3       3       3
8975       850.11       1377      688      300      112       89       61       50       21       19       13        8        4       4       2       2       1     NaN       1       1     NaN       1     NaN     NaN     NaN     NaN     NaN
8976       850.12         54       21       13        9      NaN        3        1        2      NaN        1        2        1     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN       1     NaN     NaN     NaN
8977        850.2         33       18       11        1      NaN        1        1      NaN      NaN      NaN      NaN        1     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
8978        850.3         10        2        3        1        1      NaN      NaN      NaN        1      NaN        1      NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN       1     NaN     NaN     NaN     NaN     NaN     NaN
8979        850.4         11        5      NaN        2        2        1      NaN      NaN      NaN      NaN      NaN      NaN     NaN     NaN     NaN     NaN     NaN     NaN       1     NaN     NaN     NaN     NaN     NaN     NaN     NaN
8980        850.5       2154      942      504      232      165       85       62       52       36       20       13       15      10       4       8     NaN       2       3     NaN     NaN     NaN     NaN     NaN       1     NaN     NaN
8981        850.9       1050      359       60      121      103       85       60       59       39       36       21       17      12      17       9      11       4       9       8       3       6       5       1     NaN       5     NaN
8982       851.00         57       40        3        1        4        1        2        2      NaN        2        1        1     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
8983       851.01         82       66        2        3        3        3      NaN        2        1        1      NaN      NaN     NaN     NaN     NaN     NaN       1     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
8984       851.02         65       53        4        3        3        1      NaN      NaN      NaN      NaN      NaN      NaN     NaN       1     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
8985       851.03          6        5      NaN      NaN      NaN      NaN      NaN      NaN      NaN      NaN      NaN      NaN     NaN     NaN     NaN       1     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
8986       851.04          5        5      NaN      NaN      NaN      NaN      NaN      NaN      NaN      NaN      NaN      NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
8987       851.05         13        9        1      NaN        1        1      NaN      NaN      NaN      NaN      NaN        1     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
8988       851.06         68       53        6        3        1        1        1        3      NaN      NaN      NaN      NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
8989       851.09          2        1      NaN        1      NaN      NaN      NaN      NaN      NaN      NaN      NaN      NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
8990       851.11          2        2      NaN      NaN      NaN      NaN      NaN      NaN      NaN      NaN      NaN      NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
8991       851.13          1      NaN      NaN      NaN      NaN      NaN      NaN        1      NaN      NaN      NaN      NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
8992       851.16          1        1      NaN      NaN      NaN      NaN      NaN      NaN      NaN      NaN      NaN      NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
8993       851.21          1      NaN      NaN      NaN      NaN      NaN      NaN      NaN      NaN      NaN      NaN      NaN     NaN     NaN     NaN     NaN       1     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
8994       851.25          1        1      NaN      NaN      NaN      NaN      NaN      NaN      NaN      NaN      NaN      NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
8995       851.26          3        2      NaN      NaN      NaN      NaN      NaN      NaN      NaN      NaN        1      NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
8996       851.31          1        1      NaN      NaN      NaN      NaN      NaN      NaN      NaN      NaN      NaN      NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
8997       851.35          1        1      NaN      NaN      NaN      NaN      NaN      NaN      NaN      NaN      NaN      NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
8998       851.36          1      NaN      NaN      NaN      NaN      NaN      NaN      NaN      NaN      NaN      NaN      NaN     NaN       1     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
8999       851.40         38       27        2        1        5        1      NaN        1        1      NaN      NaN      NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
9000       851.41         68       48      NaN        1        4        2        4        1      NaN        1        2      NaN     NaN       2     NaN       1     NaN     NaN       1       1     NaN     NaN     NaN     NaN     NaN     NaN
9001       851.42         35       21        5        2        2      NaN        1        1      NaN      NaN        1      NaN       1     NaN     NaN       1     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
9002       851.43          1      NaN      NaN      NaN      NaN      NaN      NaN      NaN        1      NaN      NaN      NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
9003       851.44          2        2      NaN      NaN      NaN      NaN      NaN      NaN      NaN      NaN      NaN      NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
9004       851.45         14        9      NaN        1      NaN        2      NaN      NaN      NaN      NaN      NaN      NaN     NaN       1     NaN     NaN     NaN     NaN       1     NaN     NaN     NaN     NaN     NaN     NaN     NaN
9005       851.46         63       45        2        4        3        3      NaN      NaN        1        1      NaN        1       2     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN       1     NaN     NaN     NaN     NaN
9006       851.49          3        2      NaN      NaN        1      NaN      NaN      NaN      NaN      NaN      NaN      NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
9007       851.50          1        1      NaN      NaN      NaN      NaN      NaN      NaN      NaN      NaN      NaN      NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
9008       851.51          1        1      NaN      NaN      NaN      NaN      NaN      NaN      NaN      NaN      NaN      NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
9009       851.52          1      NaN      NaN        1      NaN      NaN      NaN      NaN      NaN      NaN      NaN      NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
9010       851.55          1      NaN      NaN        1      NaN      NaN      NaN      NaN      NaN      NaN      NaN      NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
9011       851.60          1        1      NaN      NaN      NaN      NaN      NaN      NaN      NaN      NaN      NaN      NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
9012       851.61          2      NaN        1      NaN      NaN      NaN      NaN      NaN      NaN        1      NaN      NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
9013       851.66          1        1      NaN      NaN      NaN      NaN      NaN      NaN      NaN      NaN      NaN      NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
9014       851.71          1      NaN      NaN      NaN      NaN        1      NaN      NaN      NaN      NaN      NaN      NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
9015       851.75          5        4      NaN        1      NaN      NaN      NaN      NaN      NaN      NaN      NaN      NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
9016       851.80        335      227       38       13       11        5        3        6        8        2        6        2       3       2       3       2       1       1     NaN       1     NaN     NaN     NaN       1     NaN     NaN
9017       851.81        529      402       62       16       13        5        5        7        6        2        2        1       2       2     NaN       1       1     NaN     NaN     NaN     NaN     NaN       1     NaN     NaN       1
9018       851.82        222      182       20        7        3        2        1        1        1        3      NaN      NaN       1     NaN     NaN     NaN       1     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
9019       851.83         15       11        2        1        1      NaN      NaN      NaN      NaN      NaN      NaN      NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
9020       851.84         10        5        1        2      NaN        1      NaN      NaN      NaN      NaN        1      NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
9021       851.85         43       33        3      NaN      NaN      NaN      NaN        1        1        2        1      NaN     NaN       2     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
9022       851.86        324      235       33       21        7        5        1        2        4        5        2        2     NaN       2     NaN       1       1     NaN     NaN       1       1     NaN     NaN     NaN     NaN       1
9023       851.89         32       24        2        1        1        3        1      NaN      NaN      NaN      NaN      NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
9024       851.90          5        4      NaN        1      NaN      NaN      NaN      NaN      NaN      NaN      NaN      NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
9025       851.91         11       10      NaN      NaN      NaN      NaN      NaN      NaN        1      NaN      NaN      NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
9026       851.92          1        1      NaN      NaN      NaN      NaN      NaN      NaN      NaN      NaN      NaN      NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
9027       851.94          1        1      NaN      NaN      NaN      NaN      NaN      NaN      NaN      NaN      NaN      NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
9028       851.95         13       12      NaN      NaN      NaN        1      NaN      NaN      NaN      NaN      NaN      NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
9029       851.96          3        3      NaN      NaN      NaN      NaN      NaN      NaN      NaN      NaN      NaN      NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
9030       851.99          1      NaN      NaN      NaN      NaN      NaN      NaN      NaN      NaN      NaN      NaN      NaN     NaN     NaN     NaN       1     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
9031       852.00        963      588      207       59       38       13       11       10        5       10        3        6     NaN       4       3     NaN       2       1     NaN     NaN     NaN     NaN       2     NaN       1     NaN
9032       852.01       1354      969      180       97       26       19       14       10       10        9        2        5       1       1       3       2       1     NaN       1     NaN       2       2     NaN     NaN     NaN     NaN
9033       852.02        531      411       63       21        8        1        4        4        4        2        2        4       2       2       1       1     NaN     NaN     NaN       1     NaN     NaN     NaN     NaN     NaN     NaN
9034       852.03         21       19        1      NaN        1      NaN      NaN      NaN      NaN      NaN      NaN      NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
9035       852.04         26       15        2        3        1      NaN      NaN      NaN        2        2        1      NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
9036       852.05        101       59        8       14        2        2        4        2        1        1        2        1       1       1     NaN     NaN       1     NaN       1     NaN     NaN       1     NaN     NaN     NaN     NaN
9037       852.06        780      558       88       71        8        8       12        3        9        3        6        3       3       1     NaN     NaN     NaN       1       2       2     NaN       1     NaN       1     NaN     NaN
9038       852.09         80       57       12        6        3      NaN        1      NaN      NaN      NaN      NaN      NaN     NaN     NaN       1     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
9039       852.10          7        3        1        2      NaN      NaN        1      NaN      NaN      NaN      NaN      NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
9040       852.11         14        9        2      NaN      NaN        2        1      NaN      NaN      NaN      NaN      NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
9041       852.12          5        3        1      NaN      NaN      NaN        1      NaN      NaN      NaN      NaN      NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
9042       852.15          6        5        1      NaN      NaN      NaN      NaN      NaN      NaN      NaN      NaN      NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
9043       852.16         12        8        1        2      NaN        1      NaN      NaN      NaN      NaN      NaN      NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
9044       852.19          2        2      NaN      NaN      NaN      NaN      NaN      NaN      NaN      NaN      NaN      NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
9045       852.20       2845     2089      368       97       62       51       26       33       23       28       22       15       5       5       7       2       1       4       1       3       1     NaN     NaN       1       1     NaN
9046       852.21       3231     2559      329       88       41       60       36       31       22       17       10        8       6       5       2       2       2       3       1       2       3     NaN       1       1       1       1
9047       852.22        536      396       48       32       11       11        3       12        5        2        2        3       4       2       1     NaN     NaN     NaN     NaN       2     NaN     NaN       1       1     NaN     NaN
9048       852.23         29       22        4      NaN      NaN        1      NaN      NaN        2      NaN      NaN      NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
9049       852.24         28       19        2      NaN      NaN      NaN        1        2      NaN      NaN      NaN        1     NaN     NaN     NaN       1     NaN       1     NaN     NaN     NaN       1     NaN     NaN     NaN     NaN
9050       852.25        191      151        9        4        2        4        2        2        4        2        3        3       2     NaN     NaN       2     NaN     NaN     NaN     NaN       1     NaN     NaN     NaN     NaN     NaN
9051       852.26        959      724       86       50       17        7       13        9       10       14        4        4       6       3       2       3       1       2     NaN       2       1       1     NaN     NaN     NaN     NaN
9052       852.29        118       83       19        2        2        3        3        3        1      NaN        2      NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
9053       852.30          8        5        2      NaN      NaN      NaN        1      NaN      NaN      NaN      NaN      NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
9054       852.31          5        2        1      NaN      NaN        1      NaN        1      NaN      NaN      NaN      NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
9055       852.32          5        5      NaN      NaN      NaN      NaN      NaN      NaN      NaN      NaN      NaN      NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
9056       852.33          1        1      NaN      NaN      NaN      NaN      NaN      NaN      NaN      NaN      NaN      NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
9057       852.34          1        1      NaN      NaN      NaN      NaN      NaN      NaN      NaN      NaN      NaN      NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
9058       852.35          4        2        1        1      NaN      NaN      NaN      NaN      NaN      NaN      NaN      NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
9059       852.36          4        3      NaN      NaN      NaN      NaN        1      NaN      NaN      NaN      NaN      NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
9060       852.39          1        1      NaN      NaN      NaN      NaN      NaN      NaN      NaN      NaN      NaN      NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
9061       852.40         79       28       24        6        3        4        3        4      NaN        1        3      NaN       1     NaN       1     NaN     NaN     NaN       1     NaN     NaN     NaN     NaN     NaN     NaN     NaN
9062       852.41        113       52       27       14        4        3        3        4        2        1        1        1       1     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
9063       852.42         42       21        6        2        5        2        1        1      NaN        2      NaN      NaN       1       1     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
9064       852.43          1      NaN      NaN      NaN      NaN      NaN        1      NaN      NaN      NaN      NaN      NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
9065       852.44          3        2        1      NaN      NaN      NaN      NaN      NaN      NaN      NaN      NaN      NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
9066       852.45          4        2        1      NaN      NaN      NaN      NaN      NaN        1      NaN      NaN      NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
9067       852.46         48       26        6        5        2        1        1        2      NaN        2        2        1     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
9068       852.49          4        2        1      NaN      NaN      NaN      NaN      NaN      NaN        1      NaN      NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
9069       852.52          1        1      NaN      NaN      NaN      NaN      NaN      NaN      NaN      NaN      NaN      NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
9070       852.56          1        1      NaN      NaN      NaN      NaN      NaN      NaN      NaN      NaN      NaN      NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
9071       853.00        498      315       72       19        7       11        9       12        9       12       11        5       2       4     NaN       3     NaN       1       2     NaN       1     NaN       1       1     NaN       1
9072       853.01        679      496       66       28       14       12       11       10       11        9       10        4       3       2     NaN       1     NaN       2     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
9073       853.02        147      107        9        3        4        6        3        5      NaN        1        2        1       1       2     NaN     NaN     NaN       1     NaN       1     NaN       1     NaN     NaN     NaN     NaN
9074       853.03          7        5        2      NaN      NaN      NaN      NaN      NaN      NaN      NaN      NaN      NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
